entity_id,segment_id,official_segment_name,official_segment_description,year,quarter,revenue,net_income,operating_income,currency,org_currency,conversion_rate,decimal_conversion,source_extracted_id,source_type,source_original_id,notes,source_uri
apple,software_service_other,"Software, service and other sales (g)",Includes sales from the Mac App Store in addition to sales of other Apple-branded and third-party Mac software and Mac and Internet services.,2011,,2954000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,other_music_products_services,Other music related products and services (d),"Includes revenue from sales from the iTunes Store, App Store, and iBookstore in addition to sales of iPod services and Apple-branded and third-party iPod accessories",2012,,8534000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,software_service_other,"Software, service and other sales (h)","Includes revenue from sales of Apple-branded and third-party Mac software, and services.",2012,,3459000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,itunes_software_services,"iTunes, software and services (c)","Includes revenue from sales on the iTunes Store, the App Store, the Mac App Store, and the iBooks Store, and revenue from sales of AppleCare, licensing and other services.",2013,,16051000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,itunes_software_services,"iTunes, Software and Services","Includes revenue from the iTunes Store, the App Store, the Mac App Store, the iBooks Store, AppleCare, licensing and other services.",2014,,18063000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,services,Services,"Includes revenue from the iTunes Store ® , App Store, Mac App Store, iBooks Store™ and Apple Music™ (collectively “Internet Services”), AppleCare,Apple Pay ® , licensing and other services.",2015,,19909000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,services,Services,"Includes revenue from Internet Services, AppleCare ® , Apple Pay, licensing and other services.",2016,,24348000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,services,Services,"Includes revenue from Digital Content and Services, AppleCare, Apple Pay, licensing and other services. Services net sales in the fourth quarter of 2017 included afavorable one-time adjustment of $640 million due to a change in estimate based on the availability of additional supporting information.",2017,,29980000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,services,Services,"Includes revenue from Digital Content and Services, AppleCare, Apple Pay, licensing and other services. Services net sales in 2018 included a favorable one-timeitem of $236 million in connection with the final resolution of various lawsuits. Services net sales in 2017 included a favorable one-time adjustment of $640 milliondue to a change in estimate based on the availability of additional supporting information",2018,,37190000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,services,Services,"Services net sales include sales from the Company’s digital content stores and streaming services, AppleCare, licensing and other services. Services net sales alsoinclude amortization of the deferred value of Maps, Siri and free iCloud services, which are bundled in the sales price of certain products.",2019,,46291000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,services,Services,"Services net sales include sales from the Company’s advertising, AppleCare, digital content and other services. Services net sales also includeamortization of the deferred value of Maps, Siri, and free iCloud storage and Apple TV+ services, which are bundled in the sales price of certain products.",2020,,53768000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,services,Services,"Services net sales include sales from the Company’s advertising, AppleCare, cloud, digital content, payment and other services. Services net sales alsoinclude amortization of the deferred value of services bundled in the sales price of certain products.",2021,,68425000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,services,Services,"Services net sales include sales from the Company’s advertising, AppleCare, cloud, digital content, payment and other services. Services net sales also include amortization of the deferred value of services bundled in the sales price of certain products.",2022,,78129000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,services,Services,Services net sales include amortization of the deferred value of services bundled in the sales price of certain products,2023,,85200000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,services,Services,Services net sales include amortization of the deferred value of services bundled in the sales price of certain products.,2024,,96169000000,,,usd,usd,,1.00E+06,sec_edgar,Form 10-K,apple,,
apple,total,,,1998,,,,261000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2000_10k.pdf
apple,total,,,1999,,,,359000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2000_10k.pdf
apple,total,,,2000,,,,522000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2000_10k.pdf
apple,total,,,2001,,,,-344000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2003_10k.pdf
apple,total,,,2002,,,,17000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2003_10k.pdf
apple,total,,,2003,,,,-1000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2003_10k.pdf
apple,total,,,2004,,,,313000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2006_10k.pdf
apple,total,,,2005,,,,1643000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2006_10k.pdf
apple,total,,,2006,,,,2453000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2006_10k.pdf
apple,total,,,2007,,,,4409000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2009_10k.pdf
apple,total,,,2008,,,,6275000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2009_10k.pdf
apple,total,,,2009,,,,7658000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2009_10k.pdf
apple,total,,,2010,,,,18385000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2012_10k.pdf
apple,total,,,2011,,,,33790000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2012_10k.pdf
apple,total,,,2012,,,,55241000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2012_10k.pdf
apple,total,,,2013,,,,48999000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2015_10k.pdf
apple,total,,,2014,,,,52503000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2015_10k.pdf
apple,total,,,2015,,,,71230000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2015_10k.pdf
apple,total,,,2016,,,,60024000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2018_10k.pdf
apple,total,,,2017,,,,61344000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2018_10k.pdf
apple,total,,,2018,,,,70898000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2018_10k.pdf
apple,total,,,2019,,,,63930000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2021_10k.pdf
apple,total,,,2020,,,,66288000000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2021_10k.pdf
apple,total,,,2021,,,,1.09E+11,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2021_10k.pdf
apple,total,,,2022,,,,1.19E+11,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2024_10k.pdf
apple,total,,,2023,,,,1.14E+11,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2024_10k.pdf
apple,total,,,2024,,,,1.23E+11,usd,usd,,,,,,,s3://music-industry-data-lake/raw/apple/apple_2024_10k.pdf
live_nation,total,,,2001,,2543668000,-254738000,-190195000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/live_nation_10k_2006.pdf
live_nation,total,,,2002,,2473319000,-3928576000,94916000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/live_nation_10k_2006.pdf
live_nation,total,,,2003,,2707902000,57032000,107989000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/live_nation_10k_2006.pdf
live_nation,total,,,2004,,2806128000,16260000,58983000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/live_nation_10k_2006.pdf
live_nation,total,,,2005,,2936845000,-130619000,-13183000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/live_nation_10k_2006.pdf
live_nation,total,,,2006,,3691559000,-31442000,30264000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/live_nation_10k_2007.pdf
live_nation,total,,,2007,,4184981000,-11936000,82142000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/live_nation_10k_2008.pdf
live_nation,total,,,2008,,4166838000,-231765000,-284160000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/live_nation_10k_2009.pdf
live_nation_entertainment,total,,,2009,,4181021000,-49734000,-52356000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02252010.pdf
live_nation_entertainment,total,,,2010,,506348000,-208036000,-63700000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02282011.pdf
live_nation_entertainment,total,,,2011,,5383998000,-70403000,18337000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242012.pdf
live_nation_entertainment,total,,,2012,,5819047000,-161897000,-21639000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02262013.pdf
live_nation_entertainment,total,,,2013,,6478547000,-36015000,139660000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242014.pdf
live_nation_entertainment,total,,,2014,,6866964000,-104450000,7164000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02262015.pdf
live_nation_entertainment,total,,,2015,,7245731000,-15769000,131372000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02252016.pdf
live_nation_entertainment,total,,,2016,,8354934000,20297000,194940000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232017.pdf
live_nation_entertainment,total,,,2017,,10337448000,7774000,91397000,usd,usd,,,,,,,
live_nation_entertainment,total,,,2018,,10787800000,90340000,272536000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02282019.pdf
live_nation_entertainment,total,,,2019,,11547969000,118212000,324844000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02272020.pdf
live_nation_entertainment,total,,,2020,,1861178000,-1827790000,-1653192000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 03012021.pdf
live_nation_entertainment,total,,,2021,,6268447000,-608786000,-417858000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232022.pdf
live_nation_entertainment,total,,,2022,,16681254000,409193000,732118000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232023.pdf
live_nation_entertainment,total,,,2023,,22749073000,734317000,1066203000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02222024.pdf
live_nation_entertainment,total,,,2024,,23155625000,1131124000,824510000,usd,usd,,,,,,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02212025.pdf
live_nation_entertainment,north_american_music,,,2009,,2568494000,,-18384000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02252010.pdf
live_nation_entertainment,international_music,,,2009,,1534096000,,65879000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02252010.pdf
live_nation_entertainment,ticketing,,,2009,,73572000,,-5973000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02252010.pdf
live_nation_entertainment,other,,,2009,,4859000,,-583000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02252010.pdf
live_nation_entertainment,ticketing,,,2010,,1039886000,,74348000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02282011.pdf
live_nation_entertainment,concerts,,,2010,,3438350000,,-128513000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02282011.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2010,,161742000,,107187000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02282011.pdf
live_nation_entertainment,artist_nation,,,2010,,362159000,,-12669000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02282011.pdf
live_nation_entertainment,ecommerce,,,2010,,87858000,,27771000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02282011.pdf
live_nation_entertainment,ticketing,,,2011,,1190556000,,-117202000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242012.pdf
live_nation_entertainment,concerts,,,2011,,3506188000,,-104997000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242012.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2011,,179734000,,119669000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242012.pdf
live_nation_entertainment,artist_nation,,,2011,,393129000,,-24872000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242012.pdf
live_nation_entertainment,ecommerce,,,2011,,144410000,,40276000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242012.pdf
live_nation_entertainment,ticketing,,,2012,,1374049000,,122809000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02262013.pdf
live_nation_entertainment,concerts,,,2012,,3870371000,,-120096000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02262013.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2012,,247921000,,173798000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02262013.pdf
live_nation_entertainment,artist_nation,,,2012,,399940000,,-80559000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02262013.pdf
live_nation_entertainment,ticketing,,,2013,,1407817000,,101766000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242014.pdf
live_nation_entertainment,concerts,,,2013,,4517191000,,-39596000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242014.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2013,,284692000,,191638000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242014.pdf
live_nation_entertainment,artist_nation,,,2013,,352947000,,-11751000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02242014.pdf
live_nation_entertainment,ticketing,,,2014,,1557254000,,117293000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02262015.pdf
live_nation_entertainment,concerts,,,2014,,4726877000,,-190456000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02262015.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2014,,300279000,,207733000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02262015.pdf
live_nation_entertainment,artist_nation,,,2014,,389437000,,-22822000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02262015.pdf
live_nation_entertainment,ticketing,,,2015,,1639564000,,158229000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02252016.pdf
live_nation_entertainment,concerts,,,2015,,4964991000,,-105305000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02252016.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2015,,333726000,,218353000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02252016.pdf
live_nation_entertainment,artist_nation,,,2015,,434201000,,-28183000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02252016.pdf
live_nation_entertainment,ticketing,,,2016,,1827930000,,174491000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232017.pdf
live_nation_entertainment,concerts,,,2016,,5874089000,,-12132000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232017.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2016,,377618000,,228105000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232017.pdf
live_nation_entertainment,ticketing,,,2017,,2143800000,,90905000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02272018.pdf
live_nation_entertainment,concerts,,,2017,,7892076000,,-93589000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02272018.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2017,,445148000,,251486000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02272018.pdf
live_nation_entertainment,ticketing,,,2018,,1529566000,,201914000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02282019.pdf
live_nation_entertainment,concerts,,,2018,,8770031000,,-36205000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02282019.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2018,,503968000,,283153000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02282019.pdf
live_nation_entertainment,ticketing,,,2019,,1545189000,,231958000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02272020.pdf
live_nation_entertainment,concerts,,,2019,,9428094000,,-53463000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02272020.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2019,,590274000,,330270000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02272020.pdf
live_nation_entertainment,ticketing,,,2020,,188383000,,-612002000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 03012021.pdf
live_nation_entertainment,concerts,,,2020,,1468433000,,-958975000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 03012021.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2020,,188383000,,-612002000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 03012021.pdf
live_nation_entertainment,ticketing,,,2021,,1134268000,,170343000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232022.pdf
live_nation_entertainment,concerts,,,2021,,4722190000,,-618486000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232022.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2021,,411910000,,202177000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232022.pdf
live_nation_entertainment,ticketing,,,2022,,2238618000,,623477000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232023.pdf
live_nation_entertainment,concerts,,,2022,,13494100000,,-158243000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232023.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2022,,968146000,,526799000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02232023.pdf
live_nation_entertainment,ticketing,,,2023,,2959477000,,907345000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02222024.pdf
live_nation_entertainment,concerts,,,2023,,18763669000,,-63615000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02222024.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2023,,1095217000,,592793000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02222024.pdf
live_nation_entertainment,ticketing,,,2024,,2988685000,,910509000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02212025.pdf
live_nation_entertainment,concerts,,,2024,,19024302000,,-381947000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02212025.pdf
live_nation_entertainment,sponsorship_and_advertising,,,2024,,1195019000,,691946000,usd,usd,,,live_nation_entertainment,Form 10-K,live_nation_entertainment,,s3://music-industry-data-lake/raw/live-nation-entertainment/Live Nation Entertainment 10k 02212025.pdf
