artists,dates,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,promoter,ticket_prices,location,source_id,schema_id,s3_uri
"['ALABAMA', 'JOHN SCHNEIDER']",['Feb. 28'],249101.0,,15097.0,,,1.0,['Keith Fowler Promotions'],['16.50'],"['Freedom Hall Coliseum, Kentucky', 'Fair & Exposition Center', 'Louisville, Ky.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
['DAVID COPPERFIELD'],"['Feb. 26-March', '1']",248230.0,,14461.0,,,,"['in-house', '16,271.']",['20.50'],"['Riverside Theatre', 'Milwaukee, Wis.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['ANITA BAKER', 'DURRELL COLEMAN']","['Feb, 6-8']",238000.0,,11100.0,,,,['Turning Point Prods. (John Ray)'],['22.50'],"['Circle Star Theatre', 'San Carlos, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['PRETENDERS', 'IGGY POP']",['Feb. 21'],226839.0,,14057.0,,,1.0,['Avalon Attractions'],['17.50/16'],"['Los Angeles Sports Arena', 'Los Angeles, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['BON JOVI', 'CINDERELLA']",['Feb. 24'],216750.0,,14450.0,,,1.0,['Beaver Prods.'],['15'],"['Myriad Convention Center', 'Oklahoma City, Okla.', 'Wing Prods.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
['ALICE COOPER'],['Feb. 26'],196978.0,273800.0,13690.0,,,,"['Concert Prods. International', '14,000']",['20'],"['Maple Leaf Gardens', 'SwoRD Toronto, Ontario']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['THE PRETENDERS', 'IGGY POP']",['Feb. 28'],196119.0,,11886.0,,,,"['Bill Graham Presents.', '13,000']",['16.50'],"['Oakland-Alameda County', 'Coliseum', 'poland, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
['NEIL DIAMOND'],['Feb. 20'],182271.0,,10567.0,,,,"['Arch Angel Concerts', '_$17.50/$15__ sellout. Fantasma Prods.']",[],"['Pensacola Civic Center', 'Pensacola, Fla.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['ANITA BAKER', 'DURRELL COLEMAN']","['Feb. 18, 20-21']",181000.0,,8400.0,,,1.0,['Turning Point Preds. (John Ray)'],['22.50'],"['Saenger Arts Center Inc.', 'New Orleans, La.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
['GALLAGHER'],['Feb. 12-15'],179500.0,,13000.0,,,,"['in-house', '13,600']",['14.95'],"['Holiday Star Theatre', 'Merrillville, Ind.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
['NEIL DIAMOND'],['Feb. 22'],163103.0,,10311.0,,,1.0,['Cellar Door Concerts'],['17.50/15'],"['Tallahassee-Leon County Civic', 'Center', 'Tallahassee, Fla.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['HUEY LEWIS & THE NEWS 4S.', 'DELBERT MCCLINTON']",['Feb. 28'],162459.0,,10338.0,,,,"['Cellar Door Concerts', '11,000']",['16.50'],"['Dorton Arena', 'North Carolina State Fair,', 'Raleigh, N.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['HUEY LEWIS & THE NEWS.', 'SOUTHERN PACIFIC']","['Feb, 23']",161073.0,,10347.0,,,,"['Sunshine Promotions.', '12,500']",['16.50'],"['Rupp Arena, Lexington Center', 'Lexington, Ky.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['HUEY LEWIS & THE NEWS.', 'SOUTHERN PACIFIC']","['Feb, 24']",153203.0,,10086.0,,,1.0,['Mid-South Concerts'],['16/14'],"['Stokley Athletic Center', 'Univ. of', 'Knoxville, Tenn.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['PAUL YOUNG', 'LUBA']",['Feb. 27'],152725.0,212288.0,9435.0,,,,"['Concert Prods. International', '10,000']",['22.50'],"['Maple Leaf Gardens', 'Toronto, Ontario']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['BON JOVI', 'CINDERELLA']",['Feb. 28'],150000.0,,10000.0,,,,['Mid-South Concerts.'],[],"['Barton Coliseum', 'Arkansas State Fairgrounds, gs sellout', 'Little Rock, Ark.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['ALABAMA', 'JOHN SCHNEIDER']",['Feb. 27'],149193.0,,9248.0,,,1.0,['Keith Fowler Promotions'],['16.50'],"['Centennial Hall', 'Univ. of Toledo', 'Toledo, Ohio']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
['PAUL SIMON'],['Feb. 27-28'],137900.0,,7182.0,,,1.0,['Bill Graham Presents'],['20'],"['Berkeley Community Theatre', 'Berkeley, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['HUEY LEWIS & THE NEWS:', 'DELBERT MCCLINTON']",['Feb. 27'],129461.0,,7983.0,,,,"['Celtar Door Concerts', '10,700']",['16'],"['Littlejohn Coliseum', 'Clemson Univ.', 'Clemson, $.C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['ANITA BAKER', 'DURRELL COLEMAN']","['Feb, 4-5']",129000.0,,5600.0,,,1.0,['Turning Point Prods. (John Ray)'],['22.50'],"['Paramount Theatre of Arts', 'Oakland, Calif,']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
['CHICAGO'],['March 1'],127614.0,,8158.0,,,1.0,['PACE Concerts'],['16.50/15'],"['Memorial Auditorium, Dallas', 'Convention Center', 'Dallas, Texas']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['HUEY LEWIS & THE NEWS.', 'DELBERT MCCLINTON']",['Feb. 26'],119753.0,,8081.0,,,1.0,['Cellar Door Concerts'],['16.50'],"['Augusta-Richmond County Civic', 'Center', 'Augusta, Ga.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['IRON MAIDEN', 'VINNIE VINCENT INVASION']","['Feb, 27']",117207.0,,8050.0,,,1.0,['Stardate Concerts'],['15.50/14.50'],"['El Paso County Coliseum', 'El Paso, Texas', 'Concerts']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
['GALLAGHER'],['Feb. 19-22'],116493.0,,8160.0,,,1.0,['in-house'],['16.95/12'],"['Carlton Celebrity Theatre', 'Minneapolis, Minn.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['PRETENDERS', 'IGGY POP __']",['Feb. 19'],115816.0,,7984.0,,,,"['Avalon Attractions', '14,063']",['15.50/14.50'],"['San Diego Sports Arena', 'San Diego, Calif.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['THE JUDDS', 'LEE GREENWOOD', 'THE BELLAMY BROTHERS.']",['Feb. 28'],112631.0,,8985.0,,,,"['Stellar Entertainment', '10,000']",['13.50'],"['Chariotte Coliseum', 'Charlotte, N.C.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['RICHARD NADER’S VALENTINE’S ', 'DOO WOPP SHOW', 'LITTLE ANTHONY', 'FRED PARIS & THE LITTLE', 'SATINS', 'THE BELMONTS & MARVELETTES']",['Feb. 14'],108750.0,,5252.0,,,1.0,['Richard Nader Entertainment'],['25/20'],"['Aspen Hotel', 'Parsippany, N.J.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
"['ALABAMA', 'JOHN SCHNEIDER']","['March 1', '615-748-8120.']",106937.0,,6481.0,,,1.0,['Keith Fowler Promotions'],['16.50'],"['Arena, Freedom Hall Civic Center', 'Johnson City, Tenn.']",billboard,bb_3,music-industry-data-lakeraw/billboard/pdf/magazines/1987/03/Billboard-1987-03-14.pdf
